p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,pid,is_churned
,7,4,5,4,4,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,103450004,0
3,4,2,5,7,2,2,0,0,1,1,1,4,5,3,4,3,4,4,4,4,3,4,4,3,5,5,5,4,5,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,103470002,0
7,5,4,5,4,4,2,1,1,1,1,2,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,4,5,4,5,103470003,0
8,11,4,5,6,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,103560001,0
3,11,4,6,5,3,3,4,4,1,2,1,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,103560002,1
3,7,3,5,2,3,3,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,4,4,103560003,0
4,8,4,1,5,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,2,3,2,2,3,2,2,103570002,0
4,10,4,1,5,2,2,0,0,1,1,1,4,4,4,4,5,4,4,5,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,3,3,4,103580001,0
4,6,4,1,4,2,2,1,1,1,4,1,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,4,4,4,4,4,103580002,0
3,11,4,6,6,3,3,1,1,1,1,1,4,5,4,4,5,4,4,5,4,4,5,4,4,4,3,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4,4,103590001,0
3,5,2,6,5,3,3,4,4,1,1,1,4,4,4,4,4,4,5,4,4,4,5,4,5,4,5,4,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,103590002,0
3,5,2,5,2,3,3,1,1,1,1,1,5,5,5,5,4,4,4,4,4,4,5,4,4,4,4,5,4,4,5,4,5,4,4,5,4,4,5,5,5,4,4,4,4,4,4,4,4,103590003,0
5,7,4,1,5,2,1,1,1,1,1,1,4,5,5,5,4,5,5,5,5,4,3,4,3,5,5,5,5,5,5,5,5,5,4,5,4,3,4,4,3,3,3,4,2,2,2,2,3,103600001,0
,6,4,4,6,2,2,0,0,1,1,1,3,4,3,3,3,3,3,3,4,3,3,2,2,5,5,5,5,4,3,3,3,3,3,2,2,3,3,5,5,5,2,4,3,3,2,3,3,103610001,1
2,5,4,5,6,3,3,0,0,1,1,1,4,5,5,5,5,5,5,5,5,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,2,2,4,4,4,3,4,103610002,0
4,6,2,1,5,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,5,5,4,103620001,0
4,8,2,4,5,3,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,4,3,4,3,3,3,2,3,103620002,0
4,4,2,1,2,3,2,0,0,1,1,1,5,5,5,5,4,3,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4,3,5,5,3,3,5,4,3,103620003,0
4,4,4,1,2,3,1,0,0,1,1,1,4,5,5,5,1,5,5,5,5,4,3,4,1,5,5,5,5,5,5,5,5,5,5,1,5,3,5,1,1,1,1,1,2,2,1,1,1,103620004,1
4,2,2,2,2,3,1,0,0,1,1,1,4,5,5,5,5,5,1,5,5,1,1,1,1,5,5,5,5,5,5,1,5,5,5,1,5,1,5,5,5,5,5,5,3,4,1,1,1,103620005,0
,10,4,1,3,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,3,2,2,2,103630004,0
3,7,4,2,5,3,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,4,5,5,5,5,4,4,5,4,5,5,3,3,4,4,4,3,3,4,4,3,103680001,1
3,7,4,1,5,4,2,4,4,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,4,3,103680002,1
,6,4,1,5,2,1,4,4,1,4,2,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,3,3,3,3,3,103710002,1
3,4,4,2,3,4,4,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,103750003,1
5,6,4,1,4,3,2,4,1,2,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,103840003,0
3,6,4,5,4,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,103850003,0
3,6,4,5,6,3,3,0,0,1,2,1,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,3,4,4,4,4,4,3,4,4,3,3,3,3,103900001,0
,4,3,5,6,3,4,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,104130001,0
,2,2,6,6,2,1,1,1,1,2,1,4,4,4,4,3,4,4,4,4,2,2,3,1,5,5,4,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,104130002,0
1,7,4,1,3,4,4,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,2,4,4,4,4,4,104130003,0
3,7,4,1,5,2,2,1,1,1,1,1,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,4,4,4,5,4,4,104170001,0
3,2,4,1,2,1,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,4,4,4,4,4,104170004,1
5,11,4,1,5,4,4,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,104180003,0
,5,3,5,7,3,2,1,1,1,1,1,5,4,5,5,3,2,2,5,5,3,3,4,4,5,5,4,4,4,2,2,5,5,3,3,3,2,2,5,4,4,4,4,4,4,4,4,4,104220001,1
1,6,4,1,7,2,2,2,2,1,1,1,1,2,2,5,3,5,5,3,2,1,1,1,2,5,5,5,3,4,5,5,2,2,3,2,3,2,2,4,3,3,4,4,3,3,2,2,3,104220002,1
3,7,2,4,4,1,1,0,0,1,1,1,4,5,5,5,4,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,104220004,1
,4,4,1,6,1,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,3,2,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,4,3,2,3,104230002,0
2,6,4,1,3,2,2,0,0,1,1,1,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,5,5,1,5,5,5,5,5,104230003,0
,6,4,1,3,2,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,3,1,3,3,5,2,3,104230004,0
1,4,3,1,6,1,1,1,1,1,1,1,1,3,2,3,1,2,2,3,2,1,1,1,1,4,4,4,2,3,3,2,2,1,1,1,1,1,1,5,5,5,5,5,2,2,2,2,2,104280002,1
,10,4,1,4,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,104280101,0
,5,4,1,4,1,1,4,1,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,3,3,104280102,0
4,4,3,1,6,2,2,4,4,1,1,1,4,5,4,5,4,5,5,5,5,4,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,5,4,5,5,4,5,4,4,4,4,4,4,104290001,0
4,4,3,4,6,4,2,0,0,1,4,1,5,5,5,5,5,3,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,4,4,4,4,104290002,1
3,6,3,1,3,3,2,4,3,4,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,5,4,4,104300003,0
3,2,2,1,7,1,1,0,0,1,1,1,1,5,1,3,1,1,1,3,3,1,1,1,1,5,5,5,1,5,1,1,5,5,5,1,1,1,5,5,5,5,5,5,5,5,2,2,2,104500002,0
3,5,4,1,4,3,2,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,104500003,1
2,7,2,1,4,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,3,4,3,3,4,104510003,0
,7,4,4,7,3,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,104670001,0
,5,2,3,4,4,1,4,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,3,4,4,4,4,4,4,104670004,0
5,9,2,1,4,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,4,4,4,104670101,0
5,7,2,1,4,2,2,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,4,5,104670102,0
2,5,2,2,4,3,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,3,3,3,3,3,3,3,104700001,0
1,11,4,2,4,3,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,3,3,3,3,104700101,1
,6,4,1,6,2,2,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,4,4,4,4,104710001,1
,5,3,5,6,2,2,1,1,1,1,1,3,3,5,5,2,2,2,3,3,2,2,4,2,5,5,5,5,5,5,2,4,4,3,2,2,1,1,5,5,5,5,5,4,4,4,4,4,104710002,0
,3,3,4,3,3,1,1,1,1,1,1,3,4,4,4,3,4,4,4,4,3,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,5,3,5,4,4,4,4,4,4,104710003,1
,6,4,2,4,2,1,1,1,1,1,1,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,3,4,104720003,0
,11,4,1,4,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,104720004,0
,8,4,3,5,4,4,4,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,3,2,2,2,1,104730001,1
,6,4,5,5,4,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,1,2,3,3,3,2,2,104730002,1
,4,4,6,2,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,3,1,3,3,2,2,1,2,104730003,1
4,1,2,5,7,3,2,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,5,5,5,5,4,4,5,5,4,104750001,1
4,2,2,4,4,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,4,3,2,3,3,2,104750002,1
4,1,2,5,7,2,1,0,0,1,1,1,1,3,1,3,1,1,1,3,3,1,1,1,1,4,4,4,3,4,1,1,4,4,3,1,3,1,1,5,5,5,5,5,2,2,1,4,1,104750003,1
5,3,2,1,4,3,1,0,0,1,1,1,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,4,4,3,3,2,3,104760003,0
1,7,3,1,3,3,1,4,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,2,4,3,3,3,3,3,104760004,0
5,9,4,1,4,1,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,3,3,5,5,3,3,4,5,4,4,104790001,0
,4,4,1,4,1,1,0,0,1,1,1,4,5,5,5,4,5,5,5,5,3,3,5,3,5,5,5,5,4,5,5,4,4,3,3,3,3,3,4,3,2,4,2,3,2,2,2,3,104790002,0
1,10,4,1,5,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,104810001,0
,7,4,2,4,2,2,2,1,1,1,1,4,4,4,4,4,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,104810002,0
,3,4,2,1,3,1,1,1,1,1,1,3,3,3,4,4,1,1,1,2,2,2,2,1,5,5,5,5,5,1,2,2,2,4,4,4,2,3,3,3,3,3,3,2,3,2,2,2,104810003,0
5,4,2,1,6,2,1,0,0,1,1,1,3,3,3,3,2,3,3,3,3,1,1,2,1,5,5,5,5,5,5,5,5,5,5,2,3,3,2,5,4,5,5,5,3,4,4,2,4,104830002,0
,4,4,1,4,3,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2,2,2,2,104840001,0
,5,4,1,4,4,1,1,3,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4,4,4,4,4,104840002,0
3,4,4,1,5,4,1,3,2,3,3,1,5,5,5,5,5,5,5,5,5,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,104850002,0
,4,2,4,4,2,1,0,0,1,1,1,3,5,5,5,3,3,3,4,4,5,5,4,4,5,5,4,5,5,5,5,5,4,4,3,5,5,5,5,5,5,5,5,3,3,3,3,3,104860101,0
,7,2,1,6,1,1,0,0,1,1,1,4,4,2,3,2,1,1,4,4,3,3,3,3,5,5,4,3,4,1,1,3,3,2,3,3,2,2,5,5,5,5,5,4,3,3,3,3,104880001,0
,3,2,1,5,2,2,0,0,1,1,1,5,5,3,5,4,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,4,104880002,0
,8,4,1,2,1,1,1,1,1,2,4,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,3,2,2,3,104880003,0
1,8,2,1,5,3,2,4,4,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,4,104910002,0
,4,2,2,5,2,1,2,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,104910003,0
,2,4,4,5,3,3,5,4,4,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,104940001,1
4,6,2,2,5,3,2,5,4,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,104970001,1
8,5,4,2,5,3,2,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,3,4,104970002,1
,7,4,3,5,2,2,0,0,2,1,1,5,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,4,5,5,2,2,2,1,2,1,2,2,2,2,105020001,1
,7,4,3,5,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,1,2,1,2,1,2,2,1,1,1,105070001,0
,6,4,2,4,3,3,1,1,1,1,1,5,5,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,5,4,5,5,5,4,5,5,5,1,2,2,2,2,2,2,1,1,1,105080002,1
,9,4,1,4,3,3,0,0,2,2,2,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,2,1,2,1,2,1,1,1,1,1,105080003,1
,8,4,2,5,2,2,1,1,2,2,2,5,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,1,2,1,2,1,2,2,1,1,1,105100001,0
,7,4,2,4,2,2,0,0,1,1,1,5,5,5,5,5,5,4,5,5,4,5,4,4,5,5,5,5,4,5,4,4,5,5,4,5,4,4,2,3,2,2,2,2,3,2,2,2,105120003,0
,9,4,2,4,2,2,0,0,2,1,1,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,4,4,5,5,5,5,4,4,5,5,5,2,3,2,2,2,2,3,2,2,2,105120004,0
3,4,3,1,6,2,1,0,0,1,1,1,5,5,4,5,4,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,4,4,3,3,5,4,4,5,5,3,4,3,3,4,105140001,0
3,3,3,1,6,2,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,4,4,2,3,3,3,2,2,5,3,3,4,4,4,4,3,4,2,105140002,0
4,8,4,1,3,2,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,3,3,2,3,105140003,0
3,7,4,1,4,2,1,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,4,3,3,3,4,3,105180001,0
2,5,3,2,4,2,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,3,4,3,3,3,4,3,105180002,0
3,3,3,1,6,1,1,0,0,1,1,1,4,4,3,4,2,4,4,4,4,3,2,2,3,5,5,5,4,4,4,4,4,4,4,3,3,2,2,3,4,4,5,5,3,3,4,3,2,105190002,0
3,3,3,1,3,2,1,2,2,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,4,3,2,3,105190004,0
3,3,3,1,7,1,1,0,0,1,1,1,4,4,3,4,4,4,4,3,2,3,3,2,3,4,4,4,4,4,4,4,3,2,3,2,3,2,3,3,4,5,4,4,3,3,3,3,2,105220001,0
3,4,3,1,6,1,1,0,0,1,1,1,4,5,4,5,4,4,4,4,3,4,3,3,3,5,5,5,4,5,4,4,4,3,3,3,3,2,3,5,4,4,5,3,4,4,4,3,4,105220002,1
4,8,4,1,4,2,2,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,3,3,5,3,4,105220003,0
3,4,3,1,7,1,1,0,0,1,1,1,4,4,3,4,4,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,5,4,4,4,3,5,4,105230001,0
3,4,3,1,7,1,1,0,0,1,1,1,4,4,4,4,3,4,4,4,4,3,3,2,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,3,5,5,4,3,2,2,4,105230002,1
3,8,4,1,4,2,2,1,1,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,3,4,3,5,5,105230003,0
4,4,3,1,6,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,3,2,2,2,4,4,4,4,4,4,4,4,3,4,3,3,2,3,4,3,4,5,3,4,5,5,3,4,105250001,1
4,3,3,1,6,2,1,0,0,1,1,1,4,4,4,4,4,4,4,4,4,3,3,2,2,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,5,3,5,5,4,3,2,2,4,105250002,1
4,5,3,1,3,2,1,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,4,4,5,5,4,5,4,4,4,105250003,0
3,3,3,1,6,1,1,0,0,1,1,1,4,4,3,4,3,4,4,4,4,4,3,3,4,5,5,5,5,5,5,5,4,4,4,4,4,2,3,3,4,4,5,5,4,2,4,3,3,105260001,1
3,3,3,1,6,2,1,0,0,1,1,1,4,4,3,4,3,3,4,3,3,2,3,2,3,5,5,5,5,5,4,4,3,3,3,3,3,2,2,5,4,4,4,5,4,3,4,2,4,105260002,1
3,8,3,1,3,2,2,0,0,1,3,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,5,105260003,0
4,7,4,1,6,2,2,0,0,1,2,1,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,3,4,5,4,4,5,3,4,3,4,4,4,105270001,1
4,4,3,1,6,2,1,0,0,2,3,1,5,5,5,5,4,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,4,4,4,3,5,3,4,5,4,3,4,4,3,3,4,4,2,105270002,1
3,5,4,1,4,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,4,4,4,4,105290002,0
2,4,3,1,7,2,1,0,0,1,1,1,4,4,4,4,3,3,3,3,2,3,3,2,3,4,4,4,4,4,4,4,3,2,4,2,3,2,3,3,3,5,4,4,4,5,4,4,4,105320001,1
3,4,4,1,4,2,1,0,0,1,1,1,4,5,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,5,4,3,3,3,2,2,3,105330001,1
3,5,3,2,4,3,2,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,2,2,3,2,2,105330002,1
,4,4,3,2,3,2,0,0,1,1,1,5,5,4,5,4,2,4,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,105440003,0
,5,4,1,3,3,3,3,3,3,3,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,5,4,4,5,4,4,105450003,1
,5,4,1,6,2,2,0,0,1,1,1,2,5,3,5,2,4,4,4,4,2,3,4,4,4,4,4,4,2,2,4,4,4,4,2,2,2,2,4,3,4,3,3,2,2,1,2,2,105460001,1
,6,3,3,5,3,2,0,0,1,1,1,4,4,5,5,4,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,4,4,4,5,4,4,4,5,5,5,5,5,4,4,4,3,4,105470001,0
,5,3,3,5,3,3,0,0,4,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,105470002,0
,4,3,4,2,3,3,0,0,1,3,1,4,4,3,4,3,3,3,4,4,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,105470003,0
,6,4,2,3,4,4,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,105510003,0
,6,4,3,4,3,3,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,2,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,5,5,5,5,105540001,0
,6,4,3,4,3,3,2,3,2,2,2,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,5,4,5,4,4,105540002,0
,7,4,2,4,3,3,3,3,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,105570001,0
,6,4,2,4,3,3,2,2,3,3,3,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,5,4,4,105570002,0
,6,4,5,5,3,3,0,0,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,5,5,5,3,4,4,4,4,105590002,0
,4,3,2,2,3,3,3,3,1,2,2,4,5,4,5,5,5,5,5,5,5,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,5,5,3,3,5,5,5,5,5,105590003,0
,6,4,4,5,2,2,0,0,2,1,2,4,4,5,5,5,5,4,5,5,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,105620001,0
