p__i02001,p__i02003,p__c02003,p__c05049,p__c05050,p__c05051,p__l01001,p__j01001,p__a03024,p__a03026,p__d01001,p__d11001,p__d28001,p__d08001,p__d22001,p__d10001,p__d12001,p__a03032,p__d02001,p__d05001,p__d29001,p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,p__c01001,p__a03038,p__l01037,p__d26039,p__d26043,pid,is_churned
1.0,1.0,2.0,2,1,2,1,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,8,1,1.0,3.0,11.0,4.0,1.0,4,3.0,2.0,3.0,2.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,4,5,5,4.0,3.0,3.0,2.0,3.0,100.0,3.0,48.0,180.0,300.0,14770003,0
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,4.0,1,2.0,1,1,2,1,1.0,6,1,2.0,3.0,8.0,4.0,3.0,5,3.0,3.0,3.0,3.0,3.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3.0,2.0,2.0,2.0,3.0,75.0,3.0,88.0,60.0,120.0,14810001,0
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,5.0,1,2.0,1,1,2,2,1.0,6,1,2.0,1.0,6.0,4.0,3.0,5,3.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3.0,2.0,1.0,1.0,2.0,55.0,3.0,88.0,60.0,120.0,14810002,0
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,3.0,1,1.0,1,1,2,2,1.0,8,1,2.0,2.0,7.0,4.0,3.0,3,3.0,3.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3.0,3.0,2.0,3.0,3.0,69.0,4.0,74.0,60.0,100.0,14830003,1
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,4.0,1,2.0,1,1,2,1,1.0,8,1,2.0,3.0,8.0,4.0,3.0,5,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,3,3.0,3.0,2.0,2.0,2.0,75.0,3.0,,60.0,100.0,14840001,0
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,5.0,1,2.0,1,1,1,2,1.0,6,1,2.0,1.0,5.0,3.0,3.0,5,3.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,3.0,2.0,2.0,1.0,3.0,44.0,27.0,,60.0,120.0,14840002,0
1.0,1.0,1.0,2,2,1,2,1,1.0,2.0,5.0,1,1.0,1,1,1,2,1.0,6,1,1.0,1.0,7.0,4.0,3.0,3,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3.0,2.0,2.0,3.0,3.0,61.0,15.0,,60.0,110.0,14850003,1
1.0,1.0,1.0,2,2,1,1,1,1.0,2.0,5.0,1,1.0,1,1,1,2,1.0,6,1,1.0,1.0,6.0,4.0,3.0,3,3.0,2.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3.0,2.0,2.0,2.0,3.0,55.0,18.0,84.0,60.0,120.0,14870004,1
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,4.0,1,2.0,1,1,2,2,1.0,1,1,2.0,3.0,7.0,4.0,3.0,5,2.0,2.0,3.0,3.0,2.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,4,4,3.0,2.0,2.0,2.0,2.0,62.0,27.0,26.0,60.0,60.0,14880001,1
1.0,1.0,1.0,2,2,2,1,2,1.0,2.0,5.0,1,2.0,1,1,2,2,1.0,6,1,2.0,1.0,5.0,4.0,3.0,5,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,4,4,4,4,3,3,3,4,5,5,4,5,3.0,2.0,2.0,2.0,3.0,47.0,17.0,26.0,60.0,90.0,14880002,1
2.0,2.0,1.0,2,2,2,1,2,1.0,2.0,3.0,1,1.0,1,1,2,2,1.0,8,1,2.0,1.0,5.0,4.0,2.0,2,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3.0,2.0,2.0,2.0,2.0,47.0,17.0,26.0,60.0,120.0,14880003,1
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,17.0,1,2.0,1,1,2,1,1.0,14,1,2.0,2.0,7.0,4.0,1.0,3,3.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5,5,4,4,5,5,4,5,4,4,5,5,5,4,4,3,5,3,4,4.0,4.0,3.0,2.0,5.0,65.0,16.0,,90.0,150.0,14970003,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,2,1,1.0,1,1,2.0,3.0,6.0,3.0,1.0,6,3.0,3.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5,5,4,4,5,5,5,5,5,4,4,4,5,4,3,3,3,4,3,3.0,3.0,2.0,2.0,3.0,50.0,17.0,,60.0,120.0,15120001,1
1.0,1.0,1.0,2,2,2,2,2,2.0,2.0,17.0,1,2.0,1,1,2,2,2.0,6,1,2.0,3.0,6.0,3.0,1.0,5,3.0,3.0,4.0,4.0,2.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,4,4,4,5,5,4,4,4,4,4,4,4,3,4,3,3,3.0,3.0,2.0,3.0,3.0,50.0,17.0,,60.0,90.0,15120002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,11.0,2,2.0,1,1,2,2,2.0,13,2,2.0,1.0,5.0,2.0,1.0,4,2.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,4,5,3.0,3.0,3.0,3.0,3.0,42.0,36.0,,360.0,300.0,15130001,0
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,17.0,2,2.0,1,1,2,2,2.0,13,2,2.0,1.0,4.0,2.0,1.0,5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,35.0,36.0,,240.0,240.0,15130002,0
2.0,2.0,1.0,2,2,2,2,1,1.0,1.0,19.0,1,2.0,1,1,2,2,2.0,1,1,2.0,3.0,8.0,4.0,5.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5,5,5,5,5,5,5,4,4,5,5,5,4,4,4,5,5,5,4,4.0,4.0,4.0,3.0,4.0,70.0,10.0,,40.0,120.0,15140001,1
2.0,2.0,1.0,2,2,2,2,1,1.0,1.0,19.0,1,2.0,1,1,2,2,2.0,6,1,2.0,3.0,8.0,4.0,5.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5,5,5,4,5,4,4,4,5,5,5,5,5,4,5,4,5,4,4,4.0,4.0,4.0,4.0,4.0,70.0,10.0,,30.0,120.0,15140002,1
1.0,2.0,1.0,2,2,2,2,2,2.0,2.0,24.0,1,2.0,2,1,2,2,2.0,13,1,2.0,3.0,4.0,3.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4,5,4,4,5,4,3,4,3,5,4,3,4,3,3,2,3,2,2,3.0,3.0,3.0,3.0,3.0,38.0,3.0,,30.0,45.0,15160002,0
2.0,2.0,1.0,2,2,2,1,2,2.0,2.0,3.0,1,1.0,1,1,2,2,1.0,8,1,2.0,,3.0,3.0,1.0,2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,4.0,2.0,5.0,2.0,5,5,5,5,5,1,1,3,3,5,3,4,2,2,3,3,2,3,4,3.0,2.0,1.0,1.0,3.0,23.0,3.0,54.0,120.0,180.0,15200004,1
1.0,2.0,1.0,2,2,2,2,1,1.0,2.0,19.0,2,2.0,1,1,2,2,2.0,6,1,1.0,,2.0,3.0,6.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,2,2,2,3.0,4.0,3.0,3.0,2.0,18.0,24.0,,0.0,180.0,15300002,1
1.0,1.0,1.0,2,2,1,1,2,1.0,2.0,10.0,1,2.0,1,1,2,2,2.0,5,2,1.0,,2.0,3.0,2.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,2.0,2.0,2.0,2.0,2.0,15.0,7.0,5.0,30.0,30.0,15300004,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,19.0,1,2.0,1,1,2,1,2.0,6,1,2.0,3.0,8.0,4.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,3.0,5,5,5,5,4,5,4,4,4,3,4,4,4,4,4,3,4,3,3,3.0,2.0,3.0,3.0,3.0,73.0,20.0,48.0,45.0,30.0,15340001,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,19.0,1,2.0,1,1,2,2,2.0,1,1,2.0,2.0,5.0,3.0,3.0,3,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5,5,5,5,5,4,5,5,4,5,4,5,4,3,4,4,4,4,4,3.0,3.0,3.0,3.0,3.0,43.0,48.0,53.0,60.0,150.0,15340004,1
1.0,2.0,2.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,1,2.0,1,1,2.0,,6.0,3.0,4.0,5,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,3,3,3.0,3.0,3.0,3.0,3.0,55.0,24.0,,120.0,60.0,15410001,0
1.0,1.0,2.0,2,1,1,2,2,1.0,1.0,11.0,1,2.0,1,1,2,1,1.0,6,2,1.0,3.0,5.0,3.0,1.0,3,4.0,4.0,4.0,3.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,3,2,3,3,2,3,3.0,3.0,2.0,2.0,2.0,45.0,24.0,,180.0,60.0,15410003,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,4.0,1,2.0,1,1,2,1,2.0,12,1,2.0,3.0,6.0,3.0,1.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5,5,5,5,5,5,4,5,5,4,4,3,4,3,4,3,3,3,3,3.0,4.0,3.0,4.0,3.0,55.0,36.0,,45.0,30.0,15480002,0
2.0,1.0,1.0,2,2,2,1,2,2.0,2.0,17.0,1,2.0,1,1,2,2,2.0,4,1,2.0,,4.0,3.0,3.0,3,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3.0,4.0,3.0,4.0,5.0,32.0,20.0,22.0,90.0,180.0,15480003,1
1.0,1.0,1.0,2,2,1,2,1,1.0,2.0,11.0,1,2.0,1,1,2,1,1.0,2,2,2.0,5.0,5.0,2.0,1.0,3,3.0,2.0,0.0,0.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,5.0,5.0,5.0,3.0,45.0,49.0,,150.0,270.0,15580005,1
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,4.0,2,2.0,1,1,2,1,2.0,6,2,2.0,,2.0,4.0,5.0,6,4.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,3,3,2.0,2.0,2.0,2.0,2.0,12.0,19.0,,20.0,0.0,15590002,0
1.0,1.0,1.0,2,2,1,1,1,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,13,1,2.0,,8.0,4.0,3.0,6,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,4,3,4.0,3.0,2.0,2.0,4.0,74.0,4.0,38.0,120.0,120.0,15610001,0
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,24.0,2,2.0,1,1,2,2,1.0,6,1,2.0,,8.0,4.0,6.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,4.0,5.0,2.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,2.0,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,4,5,5,5,3.0,2.0,2.0,2.0,2.0,74.0,4.0,,120.0,0.0,15610002,0
1.0,1.0,1.0,1,1,1,1,1,1.0,1.0,10.0,1,2.0,1,1,1,1,1.0,13,2,1.0,2.0,11.0,4.0,2.0,2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3.0,3.0,2.0,2.0,3.0,107.0,4.0,38.0,210.0,240.0,15610004,0
1.0,1.0,2.0,2,2,2,2,1,1.0,2.0,11.0,1,2.0,2,1,2,2,2.0,12,2,2.0,2.0,4.0,4.0,1.0,6,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,32.0,14.0,,120.0,120.0,15630101,0
1.0,1.0,2.0,2,1,1,1,1,1.0,1.0,11.0,1,2.0,1,1,2,1,1.0,13,1,1.0,8.0,4.0,4.0,1.0,3,3.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,4,5,4.0,4.0,4.0,4.0,4.0,37.0,18.0,48.0,120.0,60.0,15630201,0
1.0,1.0,1.0,2,2,1,1,1,1.0,2.0,4.0,1,2.0,1,1,2,1,1.0,6,1,2.0,3.0,6.0,4.0,5.0,3,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,4.0,4.0,4.0,4.0,4.0,57.0,36.0,60.0,60.0,120.0,15640003,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,11.0,2,2.0,1,1,2,2,2.0,6,2,2.0,,3.0,4.0,6.0,5,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,1.0,5,5,2,3,5,5,5,4,2,3,1,4,2,3,5,5,5,5,5,5.0,5.0,5.0,5.0,4.0,25.0,36.0,,70.0,50.0,15650002,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,17.0,1,2.0,1,1,2,2,1.0,13,2,2.0,,4.0,2.0,1.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,2.0,5,5,5,5,5,5,4,5,4,4,3,3,2,2,4,4,5,4,4,3.0,3.0,3.0,3.0,3.0,30.0,54.0,,60.0,60.0,15680001,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,5.0,2,2.0,1,1,2,2,1.0,9,2,2.0,3.0,6.0,4.0,3.0,5,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,3,3,4,3,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,50.0,24.0,,30.0,60.0,15680002,1
1.0,1.0,1.0,2,2,1,1,1,1.0,1.0,11.0,1,2.0,2,1,2,2,1.0,13,1,2.0,3.0,9.0,2.0,5.0,3,4.0,2.0,1.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,2,1,1,5.0,4.0,3.0,2.0,4.0,80.0,24.0,42.0,0.0,120.0,15680003,0
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,17.0,1,2.0,1,1,2,2,1.0,13,2,2.0,,4.0,2.0,1.0,3,2.0,2.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,5,5,5,5,5,5,5,5,4,5,4,5,4,4,2,2,3,2,2,2.0,2.0,2.0,2.0,2.0,30.0,24.0,,90.0,120.0,15680004,0
1.0,1.0,1.0,2,2,1,2,1,1.0,2.0,17.0,2,2.0,1,1,2,2,2.0,6,1,1.0,2.0,4.0,2.0,3.0,6,3.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,35.0,31.0,,150.0,150.0,15710001,0
1.0,1.0,1.0,2,2,1,1,1,1.0,2.0,17.0,1,2.0,1,1,1,1,2.0,6,1,1.0,8.0,6.0,2.0,1.0,3,3.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.0,4.0,4.0,4.0,4.0,55.0,2.0,56.0,280.0,140.0,15710004,0
1.0,1.0,1.0,2,1,1,1,1,1.0,1.0,10.0,1,2.0,1,1,1,1,2.0,14,2,2.0,,6.0,4.0,1.0,3,2.0,1.0,0.0,0.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,4,3,3.0,4.0,2.0,2.0,2.0,55.0,9.0,10.0,60.0,120.0,15720004,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,17.0,2,2.0,2,1,2,2,1.0,8,2,2.0,,5.0,2.0,5.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,5.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,5,5,5,5,5,5,4,4,3,3,1,1,3,1,4,4,4,4,5,3.0,4.0,3.0,2.0,2.0,45.0,24.0,36.0,180.0,0.0,15720006,0
1.0,2.0,1.0,2,2,1,1,1,1.0,1.0,17.0,2,2.0,2,2,2,2,2.0,10,2,1.0,,7.0,4.0,1.0,2,3.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,5,5,5,5,5,3,3,5,5,5,4,5,5,3,3,3,3,3,3,2.0,2.0,2.0,2.0,2.0,67.0,12.0,36.0,180.0,300.0,15730008,0
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,24.0,1,2.0,1,1,2,2,1.0,1,1,2.0,7.0,6.0,4.0,4.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,5,5,5,4,3,4,3,3,3,2,2,2,3,3,3,5,4,5,4,2.0,3.0,2.0,3.0,3.0,50.0,24.0,,60.0,60.0,16100002,0
1.0,1.0,1.0,2,2,1,2,1,1.0,1.0,1.0,1,2.0,1,1,2,1,1.0,4,1,2.0,6.0,5.0,4.0,5.0,4,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5.0,4.0,5.0,5.0,4.0,48.0,6.0,,60.0,180.0,16100101,0
1.0,1.0,1.0,1,2,1,2,1,1.0,1.0,24.0,1,2.0,1,1,2,1,1.0,6,1,2.0,6.0,5.0,4.0,5.0,4,2.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4,3,4,4,5,4,4,3,4,4,3,4,4,4,5,5,4,4,4,4.0,3.0,4.0,3.0,4.0,42.0,21.0,,60.0,180.0,16100102,0
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,3.0,1,2.0,1,1,2,2,1.0,8,1,2.0,3.0,8.0,4.0,3.0,5,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,3,4.0,3.0,3.0,3.0,4.0,79.0,5.0,88.0,60.0,120.0,16120001,1
1.0,1.0,1.0,2,2,2,1,1,1.0,2.0,4.0,2,2.0,1,1,2,1,1.0,6,1,2.0,3.0,6.0,4.0,3.0,6,3.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,3.0,2.0,3.0,3.0,2.0,55.0,17.0,50.0,60.0,120.0,16150001,0
2.0,2.0,1.0,2,2,2,1,2,1.0,2.0,5.0,2,2.0,1,1,2,2,1.0,6,1,2.0,1.0,6.0,4.0,3.0,5,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,5,4,5,3.0,2.0,3.0,2.0,3.0,55.0,17.0,50.0,60.0,120.0,16150002,0
2.0,2.0,1.0,1,2,2,1,2,1.0,2.0,2.0,1,2.0,1,1,2,2,1.0,8,1,2.0,1.0,5.0,4.0,5.0,2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3.0,2.0,3.0,3.0,2.0,47.0,3.0,50.0,60.0,60.0,16150003,0
2.0,2.0,1.0,2,2,2,2,1,1.0,2.0,3.0,1,2.0,1,1,2,2,1.0,6,1,2.0,3.0,7.0,4.0,3.0,6,3.0,3.0,3.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3.0,2.0,2.0,2.0,2.0,68.0,17.0,,60.0,120.0,16190001,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,1,2.0,6,1,2.0,,7.0,4.0,2.0,5,2.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4,5,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4,5,4,3.0,2.0,2.0,3.0,2.0,60.0,12.0,,90.0,60.0,16240001,0
1.0,1.0,1.0,1,1,1,1,2,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,2,1,2.0,,7.0,4.0,1.0,4,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,3,2,3,3,3.0,3.0,3.0,3.0,3.0,65.0,32.0,60.0,90.0,60.0,16260002,0
