p__i02001,p__i02003,p__c02003,p__c05049,p__c05050,p__c05051,p__l01001,p__j01001,p__a03024,p__a03026,p__d01001,p__d11001,p__d28001,p__d08001,p__d22001,p__d10001,p__d12001,p__a03032,p__d02001,p__d05001,p__d29001,p__d26058,p__c01002,p__a03002,p__d26007,p__age,p__k02006,p__k02007,p__d14002,p__d14004,p__d14005,p__d14008,p__d14011,p__d25040,p__d25041,p__d25042,p__d25045,p__d25047,p__d25048,p__d25049,p__d25052,p__d25053,p__d25056,p__d25057,p__d25058,p__d25060,p__d25062,p__d25064,p__d25065,p__d25066,p__d25070,p__d25072,p__d25073,p__d25076,p__d25077,p__d25080,p__d25081,p__d25082,p__d25083,p__d25085,p__d23003,p__d23005,p__d23006,p__d23007,p__d23008,p__n01038,p__n01041,p__n01042,p__n01043,p__n01047,p__c01001,p__a03038,p__l01037,p__d26039,p__d26043,pid,is_churned
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,10.0,1,2.0,1,1,2,2,2.0,6,1,2.0,1.0,6.0,4.0,6.0,5,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4,5,4,3,4,4,4,3,4,5,4,3,4,4,4,5,5,5,5,4.0,4.0,3.0,4.0,4.0,58.0,5.0,17.0,60.0,90.0,40120002,0
1.0,1.0,2.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,6,1,2.0,3.0,7.0,4.0,3.0,6,3.0,3.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4,4,4,3,4,5,4,3,4,4,3,4,4,4,3,3,4,3,3,2.0,3.0,4.0,3.0,3.0,60.0,5.0,,60.0,120.0,40140001,1
1.0,1.0,2.0,2,2,2,2,2,1.0,1.0,11.0,2,2.0,1,1,2,2,2.0,6,1,2.0,3.0,6.0,4.0,6.0,6,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4,4,4,3,4,4,3,4,5,4,3,4,4,3,4,5,5,5,5,4.0,4.0,4.0,3.0,4.0,55.0,8.0,,60.0,90.0,40140002,0
1.0,1.0,2.0,2,2,2,2,2,1.0,1.0,11.0,2,2.0,2,1,2,2,2.0,6,1,2.0,2.0,7.0,4.0,3.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4,4,3,3,3,4,3,3,3,4,4,3,3,3,3,3,4,3,4,2.0,3.0,3.0,3.0,3.0,64.0,12.0,,60.0,90.0,40160001,0
2.0,2.0,1.0,2,2,2,2,2,2.0,2.0,19.0,2,2.0,2,1,2,2,2.0,1,2,2.0,,3.0,3.0,4.0,7,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4,1,1,3,1,1,1,1,1,1,1,1,1,1,3,5,3,4,3,1.0,2.0,1.0,1.0,1.0,22.0,18.0,,60.0,90.0,40190001,1
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,10.0,1,2.0,1,1,2,2,1.0,14,1,2.0,2.0,6.0,4.0,2.0,5,4.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,2,4,4.0,3.0,4.0,2.0,2.0,51.0,16.0,25.0,60.0,150.0,40190002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,2,2.0,2,1,2,2,2.0,6,1,2.0,3.0,7.0,4.0,3.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4,4,4,5,4,3,3,3,3,4,3,4,3,3,3,3,4,3,4,2.0,3.0,3.0,4.0,3.0,64.0,5.0,,90.0,90.0,40240001,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,14.0,2,2.0,2,1,2,2,2.0,6,1,2.0,3.0,7.0,4.0,2.0,5,3.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3,4,4,4,3,3,4,5,4,3,4,4,3,3,5,4,4,5,4,3.0,4.0,4.0,3.0,3.0,60.0,7.0,18.0,120.0,120.0,40240002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,2,2.0,2,1,2,2,2.0,6,1,2.0,3.0,7.0,4.0,3.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4,4,4,5,4,4,3,4,3,4,4,5,4,3,3,3,4,3,4,2.0,3.0,3.0,4.0,3.0,65.0,5.0,,60.0,60.0,40290001,1
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,11.0,2,2.0,2,1,2,2,2.0,6,1,2.0,2.0,7.0,4.0,2.0,5,3.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3,4,4,4,3,3,4,5,4,4,3,3,4,4,5,4,4,5,4,3.0,4.0,4.0,3.0,2.0,63.0,5.0,,60.0,90.0,40290002,0
1.0,1.0,1.0,2,1,2,2,2,1.0,2.0,9.0,2,2.0,2,1,2,2,2.0,1,1,1.0,3.0,6.0,3.0,1.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,5,5,5,5,5,4,4,2,2,1,1,1,1,1,5,5,5,5,5,4.0,5.0,4.0,3.0,4.0,57.0,7.0,,120.0,240.0,40310001,0
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,19.0,2,2.0,2,1,1,2,2.0,1,2,2.0,3.0,5.0,3.0,1.0,5,2.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,5,5,4,5,4,5,4,4,4,3,3,3,3,3,5,5,5,5,5,4.0,4.0,3.0,3.0,3.0,49.0,6.0,,120.0,120.0,40310002,0
2.0,2.0,1.0,2,2,2,2,2,1.0,2.0,19.0,1,2.0,1,1,2,2,2.0,14,2,2.0,3.0,4.0,3.0,1.0,2,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,4,5,4,4,4,3,2,3,3,2,2,1,1,2,3,4,4,4,4,3.0,2.0,2.0,3.0,3.0,35.0,22.0,,180.0,180.0,40310003,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,1,1,2.0,3.0,6.0,4.0,6.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4,4,4,3,3,3,3,4,5,3,3,3,4,3,4,4,4,5,4,4.0,4.0,3.0,4.0,4.0,58.0,7.0,,10.0,10.0,40340002,0
1.0,1.0,1.0,2,1,1,2,1,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,9,1,1.0,2.0,7.0,4.0,2.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4,5,4,4,4,3,3,4,5,4,4,3,3,3,5,4,5,4,4,3.0,4.0,4.0,3.0,3.0,68.0,2.0,,90.0,120.0,40350001,1
1.0,1.0,1.0,1,1,1,1,1,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,6,1,1.0,2.0,7.0,4.0,1.0,5,2.0,3.0,0.0,0.0,1.0,2.0,2.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4,5,4,4,4,3,4,4,5,4,3,3,3,3,5,5,5,5,4,3.0,4.0,4.0,3.0,3.0,69.0,31.0,36.0,120.0,150.0,40350002,1
1.0,1.0,2.0,2,1,1,1,1,1.0,1.0,17.0,1,2.0,1,1,2,1,1.0,6,1,1.0,3.0,8.0,3.0,1.0,4,2.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4,5,5,5,4,4,4,3,3,4,4,4,5,3,5,5,5,5,4,3.0,3.0,3.0,4.0,3.0,72.0,26.0,36.0,120.0,210.0,40360002,0
1.0,1.0,1.0,2,2,2,1,2,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,6,1,2.0,2.0,7.0,4.0,3.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4,4,4,5,4,4,3,3,3,4,4,5,4,3,3,3,4,3,4,2.0,3.0,3.0,4.0,3.0,64.0,5.0,24.0,120.0,120.0,40370001,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,6,1,2.0,2.0,7.0,4.0,2.0,5,3.0,2.0,0.0,0.0,2.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3,4,4,4,3,3,4,5,4,4,3,3,4,4,5,4,4,5,4,3.0,4.0,4.0,3.0,2.0,62.0,5.0,36.0,120.0,180.0,40370002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,2,2,2.0,6,2,2.0,,8.0,4.0,1.0,4,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4,5,4,5,4,4,4,4,4,3,3,4,4,3,5,5,5,4,5,4.0,3.0,4.0,4.0,4.0,70.0,3.0,,180.0,240.0,40400004,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,3.0,1,2.0,1,1,2,1,1.0,1,1,2.0,3.0,7.0,2.0,4.0,5,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5,5,4,5,5,5,4,5,5,5,5,5,4,5,4,2,4,3,4,4.0,3.0,2.0,2.0,4.0,69.0,32.0,33.0,90.0,120.0,40430001,0
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,17.0,1,2.0,2,1,1,1,1.0,13,1,2.0,3.0,6.0,2.0,4.0,5,2.0,2.0,3.0,3.0,1.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4.0,4.0,4.0,4.0,4.0,59.0,22.0,,90.0,120.0,40430002,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,17.0,1,2.0,2,1,2,2,1.0,6,2,2.0,,8.0,4.0,1.0,5,3.0,1.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4,5,4,4,4,4,4,4,4,3,3,3,3,3,5,5,5,5,5,3.0,2.0,3.0,2.0,3.0,72.0,6.0,6.0,120.0,180.0,40460004,1
1.0,1.0,1.0,2,1,2,2,2,1.0,1.0,19.0,2,2.0,1,1,1,2,2.0,1,1,1.0,3.0,7.0,4.0,1.0,5,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,4,5,4,4,4,4,4,5,4,4,4,5,4,4,5,4,3.0,4.0,4.0,3.0,3.0,60.0,32.0,,120.0,120.0,40530001,0
1.0,1.0,1.0,2,2,1,2,2,1.0,1.0,9.0,2,2.0,2,1,2,2,2.0,6,1,1.0,3.0,6.0,4.0,1.0,5,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5,5,4,4,4,3,3,3,3,3,3,3,3,3,5,5,4,5,5,4.0,3.0,3.0,3.0,3.0,55.0,3.0,,120.0,120.0,40530002,0
2.0,2.0,1.0,2,2,2,1,2,1.0,2.0,4.0,2,2.0,1,1,2,2,1.0,1,1,2.0,3.0,8.0,4.0,3.0,6,2.0,2.0,3.0,3.0,1.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4,4,4,4,4,4,4,4,4,4,3,2,2,2,5,5,4,4,5,3.0,2.0,2.0,2.0,2.0,70.0,5.0,34.0,60.0,120.0,40550001,1
2.0,2.0,1.0,2,2,2,1,2,1.0,2.0,5.0,2,2.0,1,1,2,2,1.0,1,1,2.0,1.0,5.0,3.0,3.0,6,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,4,4,4,4,4,4,4,4,4,3,2,2,2,2,5,5,4,4,5,3.0,2.0,2.0,2.0,3.0,44.0,5.0,34.0,60.0,60.0,40550002,1
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,1,1,2.0,3.0,6.0,4.0,5.0,5,2.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4,4,3,4,3,3,3,4,4,4,3,3,3,3,5,5,4,5,4,4.0,3.0,4.0,4.0,4.0,55.0,8.0,20.0,5.0,5.0,40570001,0
1.0,1.0,2.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,1,1,2,2,1.0,14,2,2.0,,7.0,4.0,1.0,4,3.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,4,5,4,4,4,4,3,3,3,3,3,4,4,5,5,4,4.0,4.0,3.0,4.0,4.0,65.0,4.0,,120.0,180.0,40600002,0
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,11.0,1,2.0,2,1,2,1,2.0,13,1,2.0,2.0,7.0,4.0,3.0,4,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4,4,4,5,4,3,4,3,3,3,4,3,3,3,3,3,4,3,4,2.0,3.0,3.0,4.0,3.0,64.0,5.0,17.0,60.0,120.0,40610004,0
2.0,1.0,1.0,2,2,2,2,2,2.0,2.0,11.0,1,2.0,1,1,2,2,2.0,13,1,2.0,,6.0,2.0,1.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4.0,3.0,4.0,4.0,4.0,53.0,32.0,,100.0,150.0,50020001,0
2.0,2.0,1.0,2,1,2,2,2,2.0,2.0,11.0,1,2.0,2,1,2,2,2.0,1,1,2.0,,6.0,2.0,1.0,5,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4.0,4.0,3.0,3.0,3.0,53.0,20.0,,30.0,90.0,50020002,0
1.0,1.0,1.0,2,1,1,2,2,2.0,2.0,11.0,1,2.0,1,1,2,2,2.0,13,1,2.0,,5.0,2.0,1.0,2,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3.0,3.0,4.0,4.0,4.0,49.0,20.0,,90.0,130.0,50020003,0
2.0,2.0,1.0,2,2,2,2,2,2.0,2.0,11.0,2,2.0,2,1,2,2,2.0,1,1,2.0,,7.0,4.0,4.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3.0,4.0,4.0,3.0,4.0,69.0,18.0,,40.0,90.0,50030001,1
2.0,2.0,1.0,2,1,2,2,2,2.0,2.0,11.0,2,2.0,2,1,2,2,2.0,1,1,2.0,,6.0,4.0,4.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,4,4.0,3.0,3.0,4.0,4.0,59.0,18.0,,40.0,110.0,50030002,1
1.0,1.0,1.0,2,2,1,2,1,2.0,2.0,11.0,1,2.0,1,1,2,2,2.0,1,1,2.0,,6.0,4.0,3.0,4,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3.0,4.0,4.0,3.0,4.0,59.0,18.0,,30.0,100.0,50030003,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,19.0,1,2.0,1,1,2,2,2.0,13,1,2.0,,6.0,4.0,2.0,3,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5,5,4,5,5,4,4,5,5,5,4,4,5,5,4,2,3,1,2,2.0,2.0,3.0,1.0,4.0,55.0,28.0,,120.0,120.0,50360003,1
1.0,1.0,1.0,2,2,1,2,1,1.0,2.0,19.0,1,2.0,1,1,2,2,2.0,13,1,2.0,,8.0,4.0,2.0,4,4.0,3.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5,4,5,4,5,4,4,5,5,5,4,5,4,5,4,4,3,3,4,4.0,3.0,4.0,4.0,3.0,75.0,25.0,,90.0,90.0,50430003,1
1.0,1.0,1.0,2,2,2,2,1,1.0,2.0,10.0,1,2.0,1,1,2,2,2.0,13,1,2.0,2.0,7.0,4.0,3.0,4,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,5.0,5.0,2.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,4,5,3,3,5,4,3,4,2,5.0,4.0,4.0,5.0,5.0,60.0,24.0,,30.0,60.0,50490004,0
1.0,1.0,1.0,2,2,2,2,1,1.0,1.0,5.0,1,1.0,1,1,1,1,1.0,13,2,2.0,2.0,5.0,4.0,4.0,3,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,5,5,4,5,4,4,5,4,4,5,4,4,4,4,5,5,5,4,5,4.0,4.0,4.0,4.0,4.0,48.0,33.0,,60.0,30.0,50750004,1
2.0,2.0,1.0,2,1,2,2,2,2.0,2.0,11.0,1,2.0,2,1,2,2,2.0,1,1,2.0,,7.0,4.0,4.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3.0,4.0,4.0,3.0,4.0,69.0,3.0,,40.0,130.0,50780001,1
2.0,2.0,1.0,2,1,2,2,2,2.0,2.0,11.0,1,2.0,2,1,2,2,2.0,1,1,2.0,,7.0,4.0,4.0,6,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,5,3.0,4.0,4.0,3.0,5.0,69.0,3.0,,30.0,130.0,50780002,1
1.0,1.0,1.0,2,1,2,2,2,2.0,2.0,11.0,1,2.0,1,1,2,2,2.0,1,1,2.0,,7.0,4.0,2.0,3,3.0,2.0,0.0,0.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,4,4,5,5,4.0,4.0,4.0,5.0,5.0,69.0,3.0,,40.0,140.0,50780003,1
2.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,14,1,2.0,,6.0,3.0,4.0,6,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,3,4,3,3.0,2.0,2.0,2.0,2.0,50.0,41.0,,30.0,60.0,50910001,1
2.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,2,1,2,2,2.0,6,1,2.0,,7.0,3.0,4.0,5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,5,5,5,5,5,5,5,5,4,5,3,4,2,4,4,3,4,3,3,2.0,2.0,2.0,1.0,1.0,69.0,18.0,,60.0,120.0,50910002,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,19.0,1,2.0,1,1,2,2,2.0,10,1,2.0,,4.0,3.0,3.0,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,4,3,3,3,2,5,4,3,4,3,3,2.0,2.0,2.0,2.0,2.0,35.0,39.0,,20.0,60.0,50940001,1
2.0,2.0,1.0,2,2,2,2,2,1.0,2.0,11.0,2,2.0,2,1,2,2,2.0,6,1,2.0,,4.0,3.0,3.0,6,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5,5,5,5,5,2,4,2,1,4,1,1,1,4,4,4,3,4,2,1.0,1.0,2.0,2.0,1.0,35.0,42.0,,40.0,60.0,50940002,1
1.0,1.0,1.0,2,2,2,2,2,1.0,2.0,11.0,1,2.0,1,1,2,2,2.0,14,1,2.0,,6.0,3.0,3.0,5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,5,5,3,4,3,4,3,3,3,3,3,2.0,2.0,2.0,2.0,2.0,55.0,64.0,,30.0,60.0,50970003,1
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,11.0,1,2.0,1,1,2,2,2.0,6,1,2.0,,7.0,3.0,4.0,5,2.0,2.0,0.0,0.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,5,5,5,5,5,2,5,3,5,2,5,3,2,3,3,3,2.0,2.0,2.0,2.0,2.0,65.0,30.0,,20.0,60.0,50970005,1
1.0,1.0,1.0,2,2,2,2,2,2.0,2.0,5.0,1,2.0,1,1,2,2,2.0,1,2,2.0,,4.0,4.0,1.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,5.0,5.0,4.0,4.0,35.0,15.0,,60.0,60.0,51020002,1
1.0,1.0,1.0,2,2,2,1,1,1.0,1.0,19.0,1,2.0,1,1,1,2,2.0,13,2,2.0,,6.0,4.0,1.0,3,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5.0,4.0,5.0,4.0,4.0,55.0,15.0,15.0,120.0,120.0,51020003,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,2,1,2,2,2.0,13,2,2.0,,6.0,4.0,1.0,4,3.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,3,3,2,3,3.0,3.0,2.0,3.0,3.0,55.0,28.0,,30.0,60.0,51030002,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,17.0,1,2.0,1,1,1,2,2.0,1,2,2.0,,6.0,2.0,1.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.0,5.0,4.0,4.0,4.0,55.0,46.0,,120.0,120.0,51040002,0
1.0,1.0,1.0,2,2,1,1,2,1.0,1.0,17.0,1,2.0,1,1,1,1,2.0,1,2,2.0,,6.0,4.0,1.0,3,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.0,5.0,5.0,4.0,4.0,55.0,24.0,24.0,60.0,60.0,51040003,0
2.0,2.0,1.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,1,1,2,2,2.0,1,2,2.0,,6.0,3.0,1.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.0,5.0,4.0,4.0,4.0,55.0,30.0,,30.0,30.0,51070001,0
1.0,1.0,1.0,2,2,2,2,2,1.0,1.0,19.0,1,2.0,1,1,2,2,2.0,13,2,2.0,,6.0,4.0,1.0,6,2.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,5,5,5,5,5,3,3,4,4,5,5,5,5,5,4,4,4,5,4,4.0,5.0,4.0,4.0,4.0,55.0,32.0,,30.0,30.0,51070002,0
